Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
1,36,New York State, 29-1031,Dietitians and Nutritionists,4520,$62070,$61070,$45070,$70570
1,36,New York State, 29-1041,Optometrists,2550,$132170,$115610,$79710,$158400
1,36,New York State, 29-1051,Pharmacists,18870,$120570,$120430,$92930,$134380
1,36,New York State, 29-1061,Anesthesiologists,2910,$237400,,$156250,
1,36,New York State, 29-1062,Family and General Practitioners,2200,$189750,$179050,$113910,
1,36,New York State, 29-1063,"Internists, General",2090,$182240,$176840,$86410,
1,36,New York State, 29-1064,Obstetricians and Gynecologists,2400,$199030,,$108750,
1,36,New York State, 29-1065,"Pediatricians, General",2470,$172780,$161100,$107010,
1,36,New York State, 29-1066,Psychiatrists,3420,$162880,$161120,$85680,
1,36,New York State, 29-1067,Surgeons,2380,$221920,,$119230,
1,36,New York State, 29-1069,"Physicians and Surgeons, All Other",40180,$169550,$163740,$66690,
1,36,New York State, 29-1071,Physician Assistants,10410,$101690,$100980,$80840,$112110
1,36,New York State, 29-1081,Podiatrists,850,$141090,$124240,$84310,$169490
1,36,New York State, 29-1122,Occupational Therapists,9160,$79960,$77120,$59250,$90310
1,36,New York State, 29-1123,Physical Therapists,15310,$85610,$81510,$62380,$97220
1,36,New York State, 29-1124,Radiation Therapists,1230,$93230,$91020,$61280,$109210
1,36,New York State, 29-1125,Recreational Therapists,1860,$51970,$52270,$37090,$59410
1,36,New York State, 29-1126,Respiratory Therapists,6000,$67430,$69140,$52140,$75080
1,36,New York State, 29-1127,Speech-Language Pathologists,9950,$87570,$79010,$53290,$104720
1,36,New York State, 29-1128,Exercise Physiologist,n/a,$63960,$62130,$40250,$75810
1,36,New York State, 29-1129,"Therapists, All Other",850,$60300,$57080,$44390,$68250
1,36,New York State, 29-1131,Veterinarians,2980,$120610,$111750,$72570,$144630
1,36,New York State, 29-1141,Registered Nurses,169560,$78190,$76970,$56220,$89170
1,36,New York State, 29-1151,Nurse Anesthetists,1430,$161190,$159970,$131270,$176140
1,36,New York State, 29-1161,Nurse Midwives,450,$98820,$99570,$79100,$108680
1,36,New York State, 29-1171,Nurse Practitioners,10310,$105960,$105570,$81170,$118360
1,36,New York State, 29-1181,Audiologists,870,$99280,$84870,$60010,$118910
1,36,New York State, 29-1199,"Health Diagnosing and Treating Practitioners, All Other",2290,$82810,$72940,$53870,$97280
1,36,New York State, 29-2011,Medical and Clinical Laboratory Technologists,9600,$66330,$65640,$51150,$73930
1,36,New York State, 29-2012,Medical and Clinical Laboratory Technicians,7580,$47530,$46210,$32590,$55000
1,36,New York State, 29-2021,Dental Hygienists,9960,$70090,$69410,$53260,$78500
1,36,New York State, 29-2031,Cardiovascular Technologists and Technicians,2690,$58750,$57350,$39580,$68340
1,36,New York State, 29-2032,Diagnostic Medical Sonographers,4860,$68150,$68470,$51540,$76450
1,36,New York State, 29-2033,Nuclear Medicine Technologists,1330,$79910,$78490,$64760,$87490
1,36,New York State, 29-2034,Radiologic Technologists and Technicians,13190,$67210,$67180,$49740,$75940
1,36,New York State, 29-2035,Magnetic Resonance Imaging Technologists,1460,$72410,$73980,$53640,$81790
1,36,New York State, 29-2041,Emergency Medical Technicians and Paramedics,15410,$40340,$37820,$25790,$47610
1,36,New York State, 29-2051,Dietetic Technicians,840,$39960,$40780,$29960,$44960
1,36,New York State, 29-2052,Pharmacy Technicians,16580,$32480,$31200,$22400,$37520
1,36,New York State, 29-2053,Psychiatric Technicians,1260,$41940,$39960,$30180,$47820
1,36,New York State, 29-2054,Respiratory Therapy Technicians,330,$56140,$55590,$43230,$62600
1,36,New York State, 29-2055,Surgical Technologists,5080,$50690,$49560,$36320,$57880
1,36,New York State, 29-2056,Veterinary Technologists and Technicians,4190,$40300,$38050,$28870,$46010
1,36,New York State, 29-2057,Ophthalmic Medical Technicians,2090,$36830,$35960,$27550,$41480
1,36,New York State, 29-2061,Licensed Practical and Licensed Vocational Nurses,47550,$46300,$45670,$34590,$52150
1,36,New York State, 29-2071,Medical Records and Health Information Technicians,8580,$42840,$40560,$29290,$49610
1,36,New York State, 29-2081,"Opticians, Dispensing",2860,$47890,$48030,$34660,$54500
1,36,New York State, 29-2091,Orthotists and Prosthetists,450,$77300,$72110,$45560,$93160
1,36,New York State, 29-2092,Hearing Aid Specialists,n/a,$39460,$39500,$26420,$45980
1,36,New York State, 29-2099,"Health Technologists and Technicians, All Other",4230,$49630,$45740,$32730,$58090
1,36,New York State, 29-9011,Occupational Health and Safety Specialists,3110,$72350,$70890,$48040,$84510
1,36,New York State, 29-9012,Occupational Health and Safety Technicians,790,$55110,$55150,$43010,$61170
1,36,New York State, 29-9091,Athletic Trainers,910,$46790,$41860,$29300,$55540
1,36,New York State, 29-9092,Genetic Counselors,n/a,$78290,$76550,$54140,$90360
1,36,New York State, 29-9099,"Healthcare Practitioners and Technical Workers, All Other",1010,$76310,$75950,$42470,$93230
1,36,New York State, 31-0000,Healthcare Support Occupations,338760,$29880,$27330,$20600,$34520
1,36,New York State, 31-1011,Home Health Aides,146550,$22850,$22050,$18920,$24810
1,36,New York State, 31-1013,Psychiatric Aides,6490,$40850,$41750,$31170,$45700
1,36,New York State, 31-1014,Nursing Assistants,101030,$33180,$33730,$24800,$37370
1,36,New York State, 31-1015,Orderlies,4980,$33040,$33170,$22220,$38460
1,36,New York State, 31-2011,Occupational Therapy Assistants,2160,$54310,$55150,$39720,$61610
1,36,New York State, 31-2012,Occupational Therapy Aides,310,$36030,$35630,$26860,$40620
1,36,New York State, 31-2021,Physical Therapist Assistants,4160,$53660,$54280,$39180,$60900
1,36,New York State, 31-2022,Physical Therapist Aides,3310,$28580,$27610,$21220,$32260
1,36,New York State, 31-9011,Massage Therapists,4180,$56230,$51240,$25820,$71440
1,36,New York State, 31-9091,Dental Assistants,18700,$36330,$35450,$27050,$40970
1,36,New York State, 31-9092,Medical Assistants,23780,$34280,$33490,$25560,$38640
1,36,New York State, 31-9093,Medical Equipment Preparers,2230,$37870,$37270,$28900,$42360
1,36,New York State, 31-9094,Medical Transcriptionists,3210,$38360,$38100,$27330,$43870
1,36,New York State, 31-9095,Pharmacy Aides,2570,$27490,$25250,$19140,$31660
1,36,New York State, 31-9096,Veterinary Assistants and Laboratory Animal Caretakers,3660,$28590,$26920,$20790,$32490
1,36,New York State, 31-9097,Phlebotomists,5050,$38610,$37660,$28020,$43910
1,36,New York State, 31-9099,"Healthcare Support Workers, All Other",6370,$37370,$36350,$28700,$41710
1,36,New York State, 33-0000,Protective Service Occupations,280170,$53730,$46030,$25140,$68030
1,36,New York State, 33-1011,First-Line Supervisors of Correctional Officers,3720,$87400,$87160,$67770,$97210
1,36,New York State, 33-1012,First-Line Supervisors of Police and Detectives,12340,$108040,$107750,$80270,$121920
1,36,New York State, 33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,3950,$98980,$102780,$71900,$112530
1,36,New York State, 33-1099,"First-Line Supervisors of Protective Service Workers, All Other",5780,$59700,$57050,$38930,$70080
1,36,New York State, 33-2011,Firefighters,12140,$74800,$81900,$52760,$85810
1,36,New York State, 33-2021,Fire Inspectors and Investigators,990,$62610,$58530,$43010,$72420
1,36,New York State, 33-2022,Forest Fire Inspectors and Prevention Specialists,n/a,$57260,$55980,$47340,$62210
1,36,New York State, 33-3011,Bailiffs,3940,$61650,$67530,$42260,$71340
1,36,New York State, 33-3012,Correctional Officers and Jailers,32760,$65970,$64980,$50340,$73790
1,36,New York State, 33-3021,Detectives and Criminal Investigators,10400,$90210,$93370,$52450,$109100
1,36,New York State, 33-3031,Fish and Game Wardens,380,$67700,$69150,$52420,$75340
1,36,New York State, 33-3041,Parking Enforcement Workers,620,$39390,$37950,$29100,$44540
1,36,New York State, 33-3051,Police and Sheriff's Patrol Officers,50060,$73890,$80650,$47200,$87230
1,36,New York State, 33-3052,Transit and Railroad Police,n/a,$60530,$60350,$44680,$68450
1,36,New York State, 33-9011,Animal Control Workers,860,$35520,$32170,$26120,$40220
1,36,New York State, 33-9021,Private Detectives and Investigators,1560,$56190,$51520,$33500,$67540
1,36,New York State, 33-9031,Gaming Surveillance Officers and Gaming Investigators,n/a,$32370,$29460,$21980,$37560
1,36,New York State, 33-9032,Security Guards,105290,$32670,$30660,$20520,$38740
1,36,New York State, 33-9091,Crossing Guards,10210,$31480,$32460,$23110,$35670
1,36,New York State, 33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service",8280,$23320,$22120,$18480,$25740
1,36,New York State, 33-9099,"Protective Service Workers, All Other ",13290,$28640,$27290,$20000,$32970
1,36,New York State, 35-0000,Food Preparation and Serving Related Occupations,712980,$25330,$20160,$18370,$28810
1,36,New York State, 35-1011,Chefs and Head Cooks,11140,$51530,$48840,$26860,$63860
1,36,New York State, 35-1012,First-Line Supervisors of Food Preparation and Serving Workers,47990,$37690,$34050,$24130,$44470
1,36,New York State, 35-2011,"Cooks, Fast Food",21310,$20730,$19410,$18280,$21950
1,36,New York State, 35-2012,"Cooks, Institution and Cafeteria",16490,$32050,$30770,$22540,$36800
1,36,New York State, 35-2013,"Cooks, Private Household",n/a,$27080,$23960,$22450,$29400
1,36,New York State, 35-2014,"Cooks, Restaurant",62930,$27220,$25120,$20270,$30700
1,36,New York State, 35-2015,"Cooks, Short Order",9030,$23470,$21380,$18270,$26070
1,36,New York State, 35-2019,"Cooks, All Other",1010,$28720,$28350,$19800,$33180
1,36,New York State, 35-2021,Food Preparation Workers,58790,$24370,$22190,$18290,$27410
1,36,New York State, 35-3011,Bartenders,41760,$24260,$19560,$18370,$27200
1,36,New York State, 35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",157570,$20730,$19010,$18400,$21900
1,36,New York State, 35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",28060,$21910,$19510,$18370,$23690
1,36,New York State, 35-3031,Waiters and Waitresses,151270,$25840,$19720,$18360,$29590
1,36,New York State, 35-3041,"Food Servers, Nonrestaurant",17010,$31330,$30390,$19790,$37100
1,36,New York State, 35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,33550,$22920,$19260,$18380,$25180
1,36,New York State, 35-9021,Dishwashers,34990,$21210,$19380,$18390,$22610
1,36,New York State, 35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",18420,$23470,$20690,$18320,$26040
1,36,New York State, 35-9099,"Food Preparation and Serving Related Workers, All Other",1600,$24700,$19370,$18270,$27920
1,36,New York State, 37-0000,Building and Grounds Cleaning and Maintenance Occupations,319150,$32900,$29850,$20030,$39330
1,36,New York State, 37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,14300,$51410,$51110,$33560,$60340
1,36,New York State, 37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",4720,$55190,$54510,$35920,$64830
1,36,New York State, 37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",194820,$31320,$28560,$19760,$37110
1,36,New York State, 37-2012,Maids and Housekeeping Cleaners,52910,$32630,$27890,$19290,$39310
1,36,New York State, 37-2019,"Building Cleaning Workers, All Other",n/a,$36640,$40180,$28050,$40930
1,36,New York State, 37-2021,Pest Control Workers,2940,$34020,$33950,$24070,$39000
1,36,New York State, 37-3011,Landscaping and Groundskeeping Workers,44550,$31470,$29600,$20790,$36810
1,36,New York State, 37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",540,$35630,$32660,$28100,$39390
1,36,New York State, 37-3013,Tree Trimmers and Pruners,2030,$43860,$42580,$31050,$50260
1,36,New York State, 37-3019,"Grounds Maintenance Workers, All Other",2120,$26580,$24240,$22570,$28580
1,36,New York State, 39-0000,Personal Care and Service Occupations,354590,$28520,$24010,$19500,$33040
1,36,New York State, 39-1011,Gaming Supervisors,460,$49910,$48570,$33650,$58030
1,36,New York State, 39-1012,Slot Supervisors,n/a,$38470,$38140,$23900,$45750
1,36,New York State, 39-1021,First-Line Supervisors of Personal Service Workers,14010,$42560,$39350,$29910,$48890
1,36,New York State, 39-2011,Animal Trainers,610,$44300,$38930,$25170,$53870
1,36,New York State, 39-2021,Nonfarm Animal Caretakers,10400,$25080,$22670,$18410,$28410
1,36,New York State, 39-3011,Gaming Dealers,n/a,$27200,$19610,$18190,$31710
1,36,New York State, 39-3012,Gaming and Sports Book Writers and Runners,910,$31310,$30240,$22370,$35780
1,36,New York State, 39-3019,"Gaming Service Workers, All Other",n/a,$24550,$22820,$21540,$26060
1,36,New York State, 39-3021,Motion Picture Projectionists,380,$28280,$23650,$18770,$33030
1,36,New York State, 39-3031,"Ushers, Lobby Attendants, and Ticket Takers",7950,$27270,$23040,$18360,$31720
1,36,New York State, 39-3091,Amusement and Recreation Attendants,13740,$22860,$20430,$18310,$25130
1,36,New York State, 39-3092,Costume Attendants,1260,$74780,$69200,$36140,$94100
1,36,New York State, 39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",1750,$30420,$27630,$19970,$35650
1,36,New York State, 39-3099,"Entertainment Attendants and Related Workers, All Other",n/a,$29010,$25250,$18990,$34030
1,36,New York State, 39-4011,Embalmers,n/a,$43770,$49190,$28690,$51320
1,36,New York State, 39-4021,Funeral Attendants,880,$24820,$24040,$21270,$26600
1,36,New York State, 39-4031,"Morticians, Undertakers, and Funeral Directors",1460,$53690,$48020,$31120,$64970
1,36,New York State, 39-5011,Barbers,1720,$27070,$22150,$18480,$31370
1,36,New York State, 39-5012,"Hairdressers, Hairstylists, and Cosmetologists",24030,$29660,$21860,$18360,$35310
1,36,New York State, 39-5091,"Makeup Artists, Theatrical and Performance",440,$87400,$85620,$42940,$109640
1,36,New York State, 39-5092,Manicurists and Pedicurists,15710,$19600,$18840,$18320,$20240
1,36,New York State, 39-5093,Shampooers,2130,$20110,$19360,$18410,$20960
1,36,New York State, 39-5094,Skincare Specialists,2750,$35210,$30250,$21800,$41910
1,36,New York State, 39-6011,Baggage Porters and Bellhops,5020,$33510,$33620,$21700,$39420
1,36,New York State, 39-6012,Concierges,5220,$41730,$43050,$29680,$47760
1,36,New York State, 39-7011,Tour Guides and Escorts,2080,$31560,$30680,$19640,$37520
1,36,New York State, 39-7012,Travel Guides,n/a,$30410,$24030,$19910,$35660
1,36,New York State, 39-9011,Childcare Workers,50640,$26290,$25640,$18870,$30010
1,36,New York State, 39-9021,Personal Care Aides,142220,$24940,$23330,$20760,$27030
1,36,New York State, 39-9031,Fitness Trainers and Aerobics Instructors,14900,$55230,$50430,$24250,$70720
1,36,New York State, 39-9032,Recreation Workers,24670,$28670,$24970,$19150,$33430
1,36,New York State, 39-9041,Residential Advisors,5750,$31790,$31040,$23430,$35970
1,36,New York State, 39-9099,"Personal Care and Service Workers, All Other",1370,$29470,$24680,$18450,$34980
1,36,New York State, 41-0000,Sales and Related Occupations,909540,$52410,$29720,$19400,$68920
1,36,New York State, 41-1011,First-Line Supervisors of Retail Sales Workers,61830,$51240,$45540,$30400,$61660
1,36,New York State, 41-1012,First-Line Supervisors of Non-Retail Sales Workers,22810,$124650,$109420,$61630,$156150
1,36,New York State, 41-2011,Cashiers,191470,$22240,$19960,$18910,$23910
1,36,New York State, 41-2012,Gaming Change Persons and Booth Cashiers,400,$26760,$26440,$20920,$29680
1,36,New York State, 41-2021,Counter and Rental Clerks,19230,$29600,$25790,$19610,$34600
1,36,New York State, 41-2022,Parts Salespersons,8310,$36680,$33070,$22760,$43640
1,36,New York State, 41-2031,Retail Salespersons,310540,$27780,$22490,$18890,$32230
1,36,New York State, 41-3011,Advertising Sales Agents,24190,$87420,$71220,$39030,$111620
1,36,New York State, 41-3021,Insurance Sales Agents,22940,$84390,$67030,$37340,$107910
