Area,AreaName,SOC Code,SOC Title,Employment,MeanHourlyWage,MeanAnnualWage,EntryLevelHourlyWage,EntryLevelAnnualWage,ExperiencedLevelHourlyWage,ExperiencedLevelAnnualWage,10%HourlyWage,10%AnnualWage,25%HourlyWage,25%AnnualWage,MedianHourlyWage,MedianAnnualWage,75%HourlyWage,75%AnnualWage,90%HourlyWage,90%AnnualWage
000009,Connecticut Statewide,43-9081,Proofreaders and Copy Markers,100,18.56,"38,621",11.79,"24,509",21.96,"45,672",10.78,"22,401",12.46,"25,932",18.10,"37,659",22.70,"47,217",27.25,"56,694"
000009,Connecticut Statewide,43-9111,Statistical Assistants,160,34.10,"70,918",22.21,"46,194",40.04,"83,290",20.98,"43,625",23.73,"49,356",29.53,"61,432",35.22,"73,262",39.39,"81,919"
000009,Connecticut Statewide,43-9199,"Office and Administrative Support Workers, All Other","5,720",12.94,"26,894",9.56,"19,884",14.62,"30,404",9.43,"19,607",9.54,"19,833",9.84,"20,477",13.91,"28,920",21.70,"45,130"
000009,Connecticut Statewide,45-0000,"Farming, Fishing, and Forestry Occupations","1,140",14.91,"31,020",9.65,"20,064",17.55,"36,499",9.38,"19,515",9.58,"19,931",12.72,"26,436",17.31,"36,011",23.47,"48,807"
000009,Connecticut Statewide,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",80,24.36,"50,677",15.61,"32,464",28.74,"59,784",14.45,"30,055",16.62,"34,557",19.52,"40,615",32.74,"68,088",39.34,"81,840"
000009,Connecticut Statewide,45-2011,Agricultural Inspectors,30,34.09,"70,904",26.61,"55,353",37.83,"78,679",25.96,"54,001",29.40,"61,156",35.62,"74,085",40.91,"85,092",40.92,"85,113"
000009,Connecticut Statewide,45-2091,Agricultural Equipment Operators,N/A,21.20,"44,091",19.24,"40,015",22.18,"46,124",19.20,"39,924",20.14,"41,906",21.73,"45,189",23.31,"48,482",24.25,"50,454"
000009,Connecticut Statewide,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",700,12.21,"25,379",9.41,"19,576",13.6,"28,286",9.35,"19,454",9.43,"19,616",10.67,"22,198",13.71,"28,530",17.21,"35,787"
000009,Connecticut Statewide,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",200,14.59,"30,350",10.29,"21,405",16.74,"34,822",9.60,"19,972",11.03,"22,930",15.53,"32,311",17.71,"36,824",19.01,"39,528"
000009,Connecticut Statewide,45-4011,Forest and Conservation Workers,20,19.67,"40,910",10.81,"22,503",24.09,"50,108",10.61,"22,076",11.30,"23,509",11.31,"23,530",31.58,"65,679",37.23,"77,449"
000009,Connecticut Statewide,47-0000,Construction and Extraction Occupations,"50,000",26.29,"54,692",16.52,"34,354",31.18,"64,856",14.81,"30,787",18.83,"39,182",25.57,"53,198",31.36,"65,232",39.49,"82,145"
000009,Connecticut Statewide,47-1011,First-Line Supervisors of Construction Trades and Extraction Work,"4,900",36.22,"75,345",25.15,"52,304",41.76,"86,861",23.68,"49,265",28.46,"59,195",35.13,"73,058",43.14,"89,717",50.09,"104,190"
000009,Connecticut Statewide,47-2011,Boilermakers,130,30.67,"63,799",24.76,"51,490",33.63,"69,948",22.84,"47,496",27.00,"56,146",30.94,"64,348",35.39,"73,607",38.50,"80,071"
000009,Connecticut Statewide,47-2021,Brickmasons and Blockmasons,560,32.23,"67,031",20.80,"43,258",37.94,"78,923",17.46,"36,316",25.41,"52,852",32.25,"67,082",37.17,"77,307",46.69,"97,127"
000009,Connecticut Statewide,47-2022,Stonemasons,N/A,29.27,"60,882",24.97,"51,938",31.43,"65,364",23.34,"48,533",26.55,"55,210",29.63,"61,614",33.21,"69,064",36.51,"75,925"
000009,Connecticut Statewide,47-2031,Carpenters,"6,480",25.47,"52,985",17.45,"36,295",29.49,"61,329",15.91,"33,094",19.69,"40,940",24.90,"51,785",30.01,"62,417",36.56,"76,047"
000009,Connecticut Statewide,47-2041,Carpet Installers,450,18.58,"38,643",13.15,"27,351",21.29,"44,284",11.44,"23,814",14.94,"31,071",18.23,"37,932",22.60,"47,018",26.75,"55,637"
000009,Connecticut Statewide,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",90,27.21,"56,593",17.72,"36,834",31.96,"66,472",14.08,"29,272",21.75,"45,250",28.80,"59,906",34.07,"70,863",37.52,"78,029"
000009,Connecticut Statewide,47-2043,Floor Sanders and Finishers,N/A,20.01,"41,621",17.00,"35,360",21.52,"44,742",16.06,"33,409",17.43,"36,255",19.81,"41,194",22.53,"46,866",24.17,"50,271"
000009,Connecticut Statewide,47-2044,Tile and Marble Setters,140,27.08,"56,318",19.17,"39,873",31.03,"64,551",17.26,"35,899",21.91,"45,585",27.26,"56,694",32.09,"66,757",37.00,"76,951"
000009,Connecticut Statewide,47-2051,Cement Masons and Concrete Finishers,930,24.25,"50,444",16.46,"34,232",28.15,"58,554",15.88,"33,033",18.34,"38,135",23.05,"47,953",29.28,"60,902",36.17,"75,244"
000009,Connecticut Statewide,47-2061,Construction Laborers,"6,900",21.05,"43,786",14.53,"30,228",24.31,"50,576",13.10,"27,250",16.11,"33,500",20.30,"42,221",26.11,"54,316",29.88,"62,142"
000009,Connecticut Statewide,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",710,20.89,"43,441",14.74,"30,665",23.96,"49,834",12.23,"25,430",17.29,"35,970",21.01,"43,705",23.77,"49,448",28.47,"59,215"
000009,Connecticut Statewide,47-2073,Operating Engineers and Other Construction Equipment Operators,"3,150",30.99,"64,450",22.22,"46,215",35.37,"73,567",20.58,"42,800",24.60,"51,155",30.70,"63,850",36.68,"76,290",42.96,"89,361"
000009,Connecticut Statewide,47-2081,Drywall and Ceiling Tile Installers,550,25.35,"52,720",16.91,"35,177",29.56,"61,482",15.73,"32,718",18.85,"39,202",25.55,"53,137",30.63,"63,718",36.71,"76,351"
000009,Connecticut Statewide,47-2082,Tapers,240,24.92,"51,836",16.57,"34,456",29.1,"60,526",14.68,"30,532",18.55,"38,592",25.37,"52,771",29.19,"60,709",35.68,"74,207"
000009,Connecticut Statewide,47-2111,Electricians,"6,380",27.24,"56,664",17.85,"37,129",31.94,"66,421",15.13,"31,488",21.40,"44,498",27.23,"56,623",31.04,"64,571",39.77,"82,734"
000009,Connecticut Statewide,47-2121,Glaziers,290,23.53,"48,929",13.46,"27,991",28.56,"59,398",9.63,"20,013",17.01,"35,391",23.32,"48,492",30.72,"63,890",36.38,"75,650"
000009,Connecticut Statewide,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",190,17.93,"37,291",15.91,"33,084",18.94,"39,395",15.38,"31,986",16.21,"33,724",17.57,"36,560",18.95,"39,406",22.45,"46,693"
000009,Connecticut Statewide,47-2132,"Insulation Workers, Mechanical",150,28.03,"58,310",18.41,"38,277",32.85,"68,322",16.66,"34,649",20.32,"42,272",27.17,"56,501",35.35,"73,536",40.15,"83,507"
000009,Connecticut Statewide,47-2141,"Painters, Construction and Maintenance","1,770",21.38,"44,477",14.71,"30,593",24.72,"51,419",13.43,"27,920",15.86,"32,972",19.85,"41,286",26.01,"54,103",31.91,"66,391"
000009,Connecticut Statewide,47-2142,Paperhangers,20,21.43,"44,569",14.32,"29,790",24.98,"51,968",12.05,"25,064",17.10,"35,564",22.55,"46,907",26.71,"55,546",29.15,"60,638"
000009,Connecticut Statewide,47-2151,Pipelayers,N/A,27.52,"57,253",21.96,"45,687",30.31,"63,037",18.07,"37,576",25.17,"52,354",27.57,"57,355",29.97,"62,346",37.47,"77,937"
000009,Connecticut Statewide,47-2152,"Plumbers, Pipefitters, and Steamfitters","4,950",28.72,"59,754",18.17,"37,800",34.01,"70,731",15.57,"32,372",21.46,"44,630",28.15,"58,565",34.91,"72,611",43.40,"90,266"
000009,Connecticut Statewide,47-2171,Reinforcing Iron and Rebar Workers,N/A,27.29,"56,755",15.73,"32,738",33.06,"68,769",14.49,"30,136",17.47,"36,346",31.79,"66,137",35.94,"74,766",38.43,"79,939"
000009,Connecticut Statewide,47-2181,Roofers,790,25.26,"52,537",15.38,"31,976",30.21,"62,823",14.16,"29,445",17.80,"37,017",23.23,"48,319",29.15,"60,638",44.15,"91,831"
000009,Connecticut Statewide,47-2211,Sheet Metal Workers,"1,220",25.03,"52,070",17.66,"36,743",28.71,"59,733",15.36,"31,945",20.16,"41,916",25.07,"52,151",29.66,"61,695",35.47,"73,780"
000009,Connecticut Statewide,47-2221,Structural Iron and Steel Workers,490,26.51,"55,139",17.90,"37,230",30.82,"64,094",16.73,"34,791",19.10,"39,721",23.09,"48,025",31.62,"65,771",44.30,"92,146"
000009,Connecticut Statewide,47-2231,Solar Photovoltaic Installers,N/A,18.21,"37,881",16.54,"34,405",19.05,"39,619",15.50,"32,250",16.31,"33,927",17.66,"36,743",19.02,"39,548",22.74,"47,283"
000009,Connecticut Statewide,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",360,22.37,"46,530",14.51,"30,187",26.3,"54,712",13.24,"27,544",16.19,"33,683",24.72,"51,430",27.90,"58,026",29.75,"61,878"
000009,Connecticut Statewide,47-3012,Helpers--Carpenters,250,15.49,"32,230",11.82,"24,576",17.33,"36,051",10.44,"21,710",12.60,"26,213",14.32,"29,790",17.59,"36,600",22.79,"47,394"
000009,Connecticut Statewide,47-3013,Helpers--Electricians,510,14.27,"29,679",9.69,"20,135",16.56,"34,446",9.41,"19,566",9.58,"19,942",13.91,"28,937",17.35,"36,082",19.11,"39,741"
000009,Connecticut Statewide,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",N/A,14.16,"29,455",10.80,"22,472",15.84,"32,941",10.33,"21,466",11.46,"23,855",13.80,"28,703",16.82,"34,984",18.63,"38,745"
000009,Connecticut Statewide,47-3016,Helpers--Roofers,140,15.51,"32,270",12.53,"26,060",17,"35,370",12.14,"25,237",13.68,"28,449",16.05,"33,378",17.74,"36,895",18.75,"38,999"
000009,Connecticut Statewide,47-3019,"Helpers, Construction Trades, All Other",140,14.82,"30,817",10.42,"21,670",17.01,"35,391",9.75,"20,267",11.17,"23,235",14.22,"29,567",17.76,"36,936",20.95,"43,563"
000009,Connecticut Statewide,47-4011,Construction and Building Inspectors,890,34.64,"72,042",24.09,"50,108",39.9,"82,999",21.28,"44,264",28.34,"58,951",35.05,"72,896",42.00,"87,359",47.67,"99,149"
000009,Connecticut Statewide,47-4021,Elevator Installers and Repairers,320,45.14,"93,884",32.11,"66,777",51.65,"107,433",28.50,"59,276",37.07,"77,093",47.89,"99,617",55.33,"115,086",59.45,"123,654"
000009,Connecticut Statewide,47-4031,Fence Erectors,N/A,19.44,"40,452",13.17,"27,402",22.58,"46,978",11.63,"24,180",14.74,"30,654",19.38,"40,310",22.68,"47,171",28.63,"59,550"
000009,Connecticut Statewide,47-4041,Hazardous Materials Removal Workers,780,21.33,"44,376",16.16,"33,612",23.93,"49,763",15.43,"32,088",17.13,"35,614",20.43,"42,495",24.46,"50,870",28.96,"60,242"
000009,Connecticut Statewide,47-4051,Highway Maintenance Workers,"2,360",25.57,"53,188",20.49,"42,617",28.11,"58,473",19.74,"41,052",21.99,"45,748",25.54,"53,127",28.96,"60,221",31.64,"65,811"
000009,Connecticut Statewide,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,N/A,20.29,"42,201",14.77,"30,715",23.05,"47,943",13.54,"28,154",15.51,"32,270",17.90,"37,220",25.23,"52,476",29.37,"61,106"
000009,Connecticut Statewide,47-4099,"Construction and Related Workers, All Other",280,20.86,"43,390",13.52,"28,113",24.53,"51,023",12.64,"26,294",14.86,"30,919",20.01,"41,631",26.06,"54,204",29.44,"61,248"
000009,Connecticut Statewide,47-5021,"Earth Drillers, Except Oil and Gas",230,21.08,"43,857",16.86,"35,076",23.19,"48,238",16.06,"33,389",17.37,"36,133",19.83,"41,245",24.13,"50,190",28.72,"59,733"
000009,Connecticut Statewide,47-5081,Helpers--Extraction Workers,10,17.74,"36,885",16.16,"33,622",18.52,"38,521",15.17,"31,559",15.96,"33,185",17.25,"35,869",18.53,"38,552",22.26,"46,287"
000009,Connecticut Statewide,49-0000,"Installation, Maintenance, and Repair Occupations","51,710",24.40,"50,770",14.79,"30,745",29.22,"60,782",13.16,"27,357",17.33,"36,044",23.37,"48,605",30.15,"62,714",37.62,"78,258"
000009,Connecticut Statewide,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers","4,350",33.80,"70,299",22.42,"46,633",39.48,"82,131",18.91,"39,341",26.42,"54,946",33.49,"69,651",40.44,"84,124",49.06,"102,045"
000009,Connecticut Statewide,49-2011,"Computer, Automated Teller, and Office Machine Repairers",890,21.58,"44,894",14.51,"30,189",25.12,"52,246",13.09,"27,205",16.28,"33,860",21.28,"44,267",26.20,"54,501",29.79,"61,975"
000009,Connecticut Statewide,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",80,26.68,"55,482",17.52,"36,429",31.26,"65,009",16.38,"34,082",18.87,"39,250",23.31,"48,484",34.24,"71,229",44.65,"92,882"
000009,Connecticut Statewide,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers","2,450",27.90,"58,031",18.11,"37,673",32.8,"68,215",16.24,"33,779",21.45,"44,621",28.18,"58,607",34.64,"72,058",38.88,"80,867"
000009,Connecticut Statewide,49-2091,Avionics Technicians,N/A,26.90,"55,958",18.83,"39,159",30.94,"64,352",16.97,"35,296",21.06,"43,801",27.39,"56,969",33.39,"69,459",36.84,"76,640"
000009,Connecticut Statewide,49-2092,"Electric Motor, Power Tool, and Related Repairers",230,27.60,"57,404",19.82,"41,222",31.49,"65,505",18.63,"38,745",21.77,"45,288",26.76,"55,664",33.34,"69,348",38.05,"79,128"
000009,Connecticut Statewide,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",60,26.92,"55,998",16.74,"34,810",32.02,"66,587",12.56,"26,123",21.66,"45,055",28.34,"58,951",34.28,"71,310",37.80,"78,642"
000009,Connecticut Statewide,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",520,31.63,"65,808",23.63,"49,151",35.64,"74,142",21.62,"44,975",25.70,"53,450",31.95,"66,466",37.49,"77,975",42.81,"89,049"
000009,Connecticut Statewide,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",100,40.38,"83,992",33.68,"70,056",43.73,"90,960",32.45,"67,507",36.26,"75,416",41.00,"85,287",45.47,"94,571",48.18,"100,224"
000009,Connecticut Statewide,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",170,16.72,"34,770",12.62,"26,255",18.76,"39,028",11.65,"24,232",13.03,"27,094",14.75,"30,674",19.22,"39,958",26.33,"54,754"
000009,Connecticut Statewide,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,470,22.06,"45,875",16.00,"33,283",25.08,"52,165",14.66,"30,512",18.33,"38,118",21.45,"44,631",24.00,"49,920",29.91,"62,198"
000009,Connecticut Statewide,49-2098,Security and Fire Alarm Systems Installers,610,25.83,"53,723",18.22,"37,905",29.63,"61,631",16.18,"33,668",21.18,"44,054",26.54,"55,189",30.10,"62,602",35.20,"73,221"
000009,Connecticut Statewide,49-3011,Aircraft Mechanics and Service Technicians,850,31.66,"65,849",22.50,"46,805",36.24,"75,365",20.61,"42,881",25.20,"52,428",30.39,"63,219",36.23,"75,345",42.35,"88,078"
000009,Connecticut Statewide,49-3021,Automotive Body and Related Repairers,"1,790",22.15,"46,077",15.05,"31,311",25.7,"53,450",13.63,"28,348",16.93,"35,205",21.21,"44,125",26.34,"54,774",31.83,"66,203"
000009,Connecticut Statewide,49-3022,Automotive Glass Installers and Repairers,280,19.04,"39,604",16.32,"33,951",20.4,"42,426",15.49,"32,221",16.61,"34,537",18.46,"38,391",21.62,"44,975",23.84,"49,576"
000009,Connecticut Statewide,49-3023,Automotive Service Technicians and Mechanics,"8,710",21.08,"43,852",13.16,"27,377",25.04,"52,084",11.54,"24,009",14.90,"30,978",20.31,"42,244",25.90,"53,874",32.48,"67,568"
000009,Connecticut Statewide,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,"2,350",25.83,"53,733",18.26,"37,986",29.62,"61,611",16.50,"34,305",20.59,"42,820",25.65,"53,348",30.87,"64,190",36.57,"76,063"
000009,Connecticut Statewide,49-3041,Farm Equipment Mechanics and Service Technicians,N/A,20.10,"41,799",14.92,"31,028",22.68,"47,179",13.52,"28,126",16.10,"33,486",19.25,"40,039",23.69,"49,253",28.54,"59,376"
000009,Connecticut Statewide,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",820,27.17,"56,514",20.31,"42,244",30.6,"63,644",19.94,"41,475",22.79,"47,402",27.22,"56,615",31.45,"65,424",36.38,"75,669"
000009,Connecticut Statewide,49-3051,Motorboat Mechanics and Service Technicians,420,24.68,"51,326",16.94,"35,245",28.54,"59,366",16.11,"33,516",18.47,"38,411",24.05,"50,021",29.51,"61,389",35.59,"74,030"
000009,Connecticut Statewide,49-3052,Motorcycle Mechanics,90,17.92,"37,278",12.89,"26,821",20.44,"42,517",11.27,"23,443",14.60,"30,381",17.69,"36,783",21.54,"44,813",24.81,"51,609"
000009,Connecticut Statewide,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,780,21.59,"44,914",14.30,"29,744",25.24,"52,509",13.01,"27,043",15.97,"33,223",21.62,"44,964",26.64,"55,412",30.24,"62,896"
000009,Connecticut Statewide,49-3091,Bicycle Repairers,140,12.31,"25,597",10.11,"21,036",13.41,"27,883",9.51,"19,782",10.44,"21,703",12.59,"26,184",14.01,"29,147",14.87,"30,927"
000009,Connecticut Statewide,49-3092,Recreational Vehicle Service Technicians,70,19.05,"39,625",13.09,"27,215",22.04,"45,824",12.08,"25,122",14.46,"30,077",17.68,"36,783",25.20,"52,428",28.85,"60,013"
000009,Connecticut Statewide,49-3093,Tire Repairers and Changers,860,12.69,"26,396",10.03,"20,864",14.03,"29,167",9.52,"19,792",9.97,"20,743",11.52,"23,959",14.12,"29,359",17.66,"36,732"
000009,Connecticut Statewide,49-9011,Mechanical Door Repairers,210,20.55,"42,729",15.39,"32,019",23.12,"48,089",13.97,"29,046",17.12,"35,609",21.05,"43,781",23.91,"49,728",27.08,"56,332"
000009,Connecticut Statewide,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",530,32.55,"67,689",22.06,"45,885",37.78,"78,582",19.82,"41,243",24.78,"51,548",33.77,"70,238",39.58,"82,334",45.44,"94,510"
000009,Connecticut Statewide,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","3,330",26.63,"55,391",18.89,"39,301",30.49,"63,432",17.18,"35,741",21.31,"44,307",26.58,"55,280",30.84,"64,129",37.19,"77,358"
000009,Connecticut Statewide,49-9031,Home Appliance Repairers,340,19.93,"41,455",14.20,"29,541",22.8,"47,412",12.01,"24,990",15.96,"33,192",18.94,"39,392",23.84,"49,576",29.01,"60,317"
000009,Connecticut Statewide,49-9041,Industrial Machinery Mechanics,"2,260",26.59,"55,300",17.97,"37,379",30.9,"64,271",16.06,"33,405",20.17,"41,951",25.84,"53,753",31.89,"66,324",39.13,"81,383"
000009,Connecticut Statewide,49-9043,"Maintenance Workers, Machinery","1,190",23.77,"49,435",15.64,"32,515",27.83,"57,889",13.25,"27,569",18.41,"38,290",23.30,"48,464",28.50,"59,285",34.96,"72,716"
000009,Connecticut Statewide,49-9044,Millwrights,220,25.62,"53,278",18.59,"38,674",29.13,"60,580",16.56,"34,436",21.08,"43,842",25.49,"53,005",30.21,"62,845",36.07,"75,032"
000009,Connecticut Statewide,49-9051,Electrical Power-Line Installers and Repairers,780,41.34,"86,005",36.76,"76,468",43.64,"90,768",32.44,"67,487",40.24,"83,709",43.27,"89,990",46.28,"96,250",48.12,"100,093"
000009,Connecticut Statewide,49-9052,Telecommunications Line Installers and Repairers,390,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
000009,Connecticut Statewide,49-9061,Camera and Photographic Equipment Repairers,N/A,20.00,"41,617",16.93,"35,215",21.54,"44,813",14.34,"29,825",19.38,"40,302",20.93,"43,549",22.51,"46,825",23.45,"48,787"
000009,Connecticut Statewide,49-9062,Medical Equipment Repairers,320,25.53,"53,086",17.85,"37,137",29.36,"61,065",16.21,"33,708",19.63,"40,838",23.75,"49,394",30.16,"62,734",38.26,"79,593"
000009,Connecticut Statewide,49-9063,Musical Instrument Repairers and Tuners,40,19.36,"40,272",11.70,"24,343",23.19,"48,231",9.66,"20,095",13.08,"27,205",19.62,"40,808",23.10,"48,049",32.82,"68,256"
000009,Connecticut Statewide,49-9064,Watch Repairers,20,18.53,"38,552",12.48,"25,951",21.56,"44,843",9.66,"20,095",14.90,"30,998",18.36,"38,188",22.95,"47,725",27.24,"56,656"
000009,Connecticut Statewide,49-9069,"Precision Instrument and Equipment Repairers, All Other",120,27.69,"57,606",19.86,"41,324",31.61,"65,748",17.24,"35,872",23.09,"48,029",28.26,"58,769",33.48,"69,631",36.96,"76,882"
000009,Connecticut Statewide,49-9071,"Maintenance and Repair Workers, General","10,290",21.82,"45,399",14.33,"29,804",25.58,"53,197",12.85,"26,730",16.27,"33,840",21.26,"44,206",27.10,"56,362",31.82,"66,172"
000009,Connecticut Statewide,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",280,19.20,"39,918",13.80,"28,712",21.89,"45,521",12.92,"26,882",15.02,"31,230",18.93,"39,382",22.83,"47,473",26.79,"55,715"
000009,Connecticut Statewide,49-9094,Locksmiths and Safe Repairers,150,24.37,"50,699",17.17,"35,711",27.97,"58,193",16.41,"34,133",18.53,"38,542",23.37,"48,625",28.12,"58,476",32.50,"67,608"
000009,Connecticut Statewide,49-9096,Riggers,190,23.56,"49,000",18.61,"38,714",26.03,"54,147",16.70,"34,730",20.43,"42,487",23.65,"49,172",27.68,"57,576",30.28,"62,976"
000009,Connecticut Statewide,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",840,16.66,"34,639",11.08,"23,049",19.45,"40,444",10.03,"20,864",11.95,"24,869",14.14,"29,400",19.05,"39,635",28.98,"60,276"
000009,Connecticut Statewide,49-9099,"Installation, Maintenance, and Repair Workers, All Other","2,680",22.09,"45,945",13.87,"28,844",26.19,"54,491",12.50,"26,002",15.54,"32,333",19.28,"40,090",28.58,"59,457",36.01,"74,910"
000009,Connecticut Statewide,51-0000,Production Occupations,"96,010",20.48,"42,596",12.09,"25,131",24.68,"51,333",10.77,"22,395",13.73,"28,550",18.67,"38,839",25.27,"52,558",32.35,"67,288"
000009,Connecticut Statewide,51-1011,First-Line Supervisors of Production and Operating Workers,"8,270",32.73,"68,063",21.19,"44,076",38.49,"80,057",19.57,"40,707",24.07,"50,068",30.98,"64,440",39.66,"82,487",49.18,"102,279"
000009,Connecticut Statewide,51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","1,440",25.07,"52,150",17.17,"35,706",29.02,"60,367",16.02,"33,307",19.27,"40,085",23.80,"49,516",30.31,"63,041",37.62,"78,261"
000009,Connecticut Statewide,51-2021,"Coil Winders, Tapers, and Finishers",230,17.55,"36,502",12.34,"25,662",20.16,"41,922",11.17,"23,222",13.47,"28,020",16.66,"34,654",21.06,"43,790",26.16,"54,416"
000009,Connecticut Statewide,51-2022,Electrical and Electronic Equipment Assemblers,"3,070",17.92,"37,278",12.35,"25,682",20.71,"43,086",11.23,"23,355",13.39,"27,846",16.56,"34,440",21.43,"44,566",27.05,"56,264"
000009,Connecticut Statewide,51-2023,Electromechanical Equipment Assemblers,"1,150",18.57,"38,615",11.37,"23,661",22.16,"46,097",9.63,"20,027",13.19,"27,427",18.22,"37,900",23.69,"49,292",28.39,"59,040"
000009,Connecticut Statewide,51-2031,Engine and Other Machine Assemblers,210,20.48,"42,596",15.85,"32,980",22.79,"47,403",14.85,"30,888",16.64,"34,614",18.89,"39,309",23.85,"49,608",29.52,"61,398"
000009,Connecticut Statewide,51-2041,Structural Metal Fabricators and Fitters,610,24.17,"50,282",17.81,"37,043",27.36,"56,907",16.05,"33,368",20.13,"41,861",23.94,"49,782",28.98,"60,275",33.57,"69,840"
000009,Connecticut Statewide,51-2091,Fiberglass Laminators and Fabricators,30,17.89,"37,216",13.05,"27,131",20.31,"42,249",11.18,"23,253",14.91,"31,020",17.35,"36,083",19.39,"40,350",26.41,"54,937"
000009,Connecticut Statewide,51-2092,Team Assemblers,"9,450",15.90,"33,082",10.62,"22,079",18.55,"38,584",9.90,"20,588",11.44,"23,804",14.54,"30,224",18.83,"39,166",24.07,"50,057"
000009,Connecticut Statewide,51-2099,"Assemblers and Fabricators, All Other","3,380",16.95,"35,277",11.66,"24,253",19.61,"40,789",10.27,"21,354",12.75,"26,509",15.91,"33,113",20.90,"43,494",24.23,"50,415"
000009,Connecticut Statewide,51-3011,Bakers,"1,660",13.98,"29,081",10.52,"21,895",15.71,"32,664",9.83,"20,446",10.97,"22,814",12.99,"27,029",15.71,"32,664",19.47,"40,483"
000009,Connecticut Statewide,51-3021,Butchers and Meat Cutters,780,20.65,"42,953",14.37,"29,898",23.79,"49,486",12.51,"26,019",16.28,"33,868",19.92,"41,442",24.37,"50,690",30.38,"63,184"
000009,Connecticut Statewide,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",110,13.50,"28,091",10.05,"20,915",15.23,"31,674",9.54,"19,843",9.98,"20,772",11.74,"24,406",14.95,"31,092",19.44,"40,422"
000009,Connecticut Statewide,51-3023,Slaughterers and Meat Packers,60,12.84,"26,713",10.11,"21,017",14.22,"29,571",9.51,"19,782",10.30,"21,425",12.73,"26,468",14.70,"30,561",16.90,"35,165"
000009,Connecticut Statewide,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",80,15.34,"31,919",11.47,"23,855",17.28,"35,951",10.44,"21,711",12.33,"25,662",14.97,"31,133",18.09,"37,615",21.17,"44,025"
000009,Connecticut Statewide,51-3092,Food Batchmakers,720,14.26,"29,653",9.92,"20,650",16.42,"34,164",9.40,"19,547",10.06,"20,936",12.63,"26,274",16.78,"34,910",23.10,"48,036"
000009,Connecticut Statewide,51-3093,Food Cooking Machine Operators and Tenders,210,15.33,"31,878",10.27,"21,364",17.85,"37,135",9.61,"19,976",10.67,"22,191",13.69,"28,458",20.28,"42,198",23.41,"48,690"
000009,Connecticut Statewide,51-3099,"Food Processing Workers, All Other",N/A,11.60,"24,120",9.50,"19,762",12.64,"26,294",9.40,"19,558",9.53,"19,843",10.60,"22,038",12.21,"25,406",15.10,"31,408"
000009,Connecticut Statewide,51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic","2,640",21.97,"45,699",15.44,"32,113",25.23,"52,487",14.12,"29,367",17.03,"35,420",21.57,"44,852",27.12,"56,417",30.48,"63,399"
000009,Connecticut Statewide,51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal a",830,28.11,"58,479",19.19,"39,911",32.57,"67,757",17.17,"35,706",21.74,"45,229",26.85,"55,845",31.72,"65,991",42.61,"88,621"
000009,Connecticut Statewide,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","1,240",19.27,"40,085",14.63,"30,428",21.59,"44,913",13.16,"27,366",15.94,"33,154",18.77,"39,054",22.56,"46,914",25.56,"53,160"
000009,Connecticut Statewide,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",110,20.44,"42,514",13.24,"27,540",24.04,"49,996",11.26,"23,426",15.21,"31,623",19.15,"39,840",24.11,"50,149",33.16,"68,992"
000009,Connecticut Statewide,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",330,20.86,"43,392",15.36,"31,960",23.61,"49,098",13.92,"28,948",16.55,"34,430",19.46,"40,473",24.49,"50,945",29.56,"61,490"
