LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE
0002674261-0001-7,JOSEFINA ACUNA ORTIZ,,4908 FOUNTAIN AVENUE,LOS ANGELES,90029-1502,4908 FOUNTAIN 90029-1502,,,,722110,Full-service restaurants,13,4/8/2013
0002548788-0001-1,Y D WILSHIRE INC,SHIN SA YOUNG DONG RESTAURANT,3828 WILSHIRE BLVD,LOS ANGELES,90010-3203,3828 WILSHIRE 90010-3203,,,,722110,Full-service restaurants,10,1/1/2011
0002281277-0001-1,JANE JEOUNG MI SHIN,PHO SAIGON NOODLE & GRILL,1753 S HILL STREET UNIT #2,LOS ANGELES,90015-3528,1753 HILL 90015-3528,1521 VIA LOS BONITOS,LA HABRA,90631-7654,722110,Full-service restaurants,14,9/15/2007
0000278298-0001-8,RAYMOND ALCORTA,EL TEXANITO,4433 S ALAMEDA STREET #D 52,LOS ANGELES,90058-2008,4433 ALAMEDA 90058-2008,3800 E 52ND STREET,MAYWOOD,90270-2202,722110,Full-service restaurants,0,11/1/1995
0000001176-0001-7,KOREAN GARDENS RESTAURANT INC,YONGSUSAN RESTAURANT,950 S VERMONT AVENUE,LOS ANGELES,90006-1611,950 VERMONT 90006-1611,,,,722110,Full-service restaurants,10,7/15/1975
0002732891-0001-2,KI JONG OH,NAPOLE,4505 BEVERLY BLVD,LOS ANGELES,90004-2701,4505 BEVERLY 90004-2701,,,,722110,Full-service restaurants,10,3/1/2014
0002040882-0001-7,BOURGEOIS PIG CAFE LLC,,5931 FRANKLIN AVENUE,LOS ANGELES,90028-5515,5931 FRANKLIN 90028-5515,,,,722110,Full-service restaurants,13,1/19/2005
0000782752-0001-7,PIT DOG INC,CAFE BUNA,3105 WASHINGTON BLVD,MARINA DEL REY,90292-5550,3105 WASHINGTON 90292-5550,,,,722110,Full-service restaurants,11,2/28/2003
0000776417-0001-3,SAMUEL HERRERA,SAN MIGUEL RESTAURANT,103 S VERMONT AVENUE,LOS ANGELES,90004-5904,103 VERMONT 90004-5904,,,,722110,Full-service restaurants,13,2/7/1990
0002622977-0002-7,GUACAMOLE AIRLINES LP,ESCUELA TAQUERIA,308 N STANLEY AVENUE,LOS ANGELES,90036-2304,308 STANLEY 90036-2304,,,,722110,Full-service restaurants,5,6/25/2012
0000195355-0014-5,PANDA EXPRESS INC,PANDA EXPRESS #240,15201 W SUNSET BLVD,PACIFIC PALISADES,90272-3612,15201 SUNSET 90272-3612,1683 WALNUT GROVE AVENUE,ROSEMEAD,91770-3711,722110,Full-service restaurants,11,3/25/1994
0002725977-0001-6,CATHRIYA BOONMAHAN,ANCHALEE RAM SONG FOOD AND DESERT,5136 HOLLYWOOD BLVD,LOS ANGELES,90027-6106,5136 HOLLYWOOD 90027-6106,,,,722110,Full-service restaurants,13,1/28/2014
0002267580-0001-8,KEN LIM,,1178 S LORENA STREET,LOS ANGELES,90023-2928,1178 LORENA 90023-2928,,,,722110,Full-service restaurants,14,8/1/2007
0002358202-0001-0,CRAVINGS INC,KRAVINGS,18663 VENTURA BLVD SUITE #100,TARZANA,91356-4190,18663 VENTURA 91356-4190,18663 VENTURA BLVD #100,TARZANA,91356-4190,722110,Full-service restaurants,3,7/11/2008
0000395716-0001-7,JOSE B SOLARES,YUM YUM DONUTS #41C,13501 HUBBARD STREET,SYLMAR,91342-4419,13501 HUBBARD 91342-4419,,,,722110,Full-service restaurants,7,2/14/2001
0002508860-0001-1,THE ROOM GROUP INC,,6451 HOLLYWOOD BLVD UNIT #108,LOS ANGELES,90028-6203,6451 HOLLYWOOD 90028-6203,4120 COLFAX AVENUE,STUDIO CITY,91604-2147,722110,Full-service restaurants,13,7/1/2010
0000996893-0001-1,MOSTAFA NAJI,PRIME ITALIAN KITCHEN  | PRIME ITALIAN KITCHEN LLC,14102 MAGNOLIA BLVD,SHERMAN OAKS,91423-1119,14102 MAGNOLIA 91423-1119,,,,722110,Full-service restaurants,4,7/1/1999
0000037459-0001-1,STARBUCKS CORPORATION,STARBUCKS COFFEE #5738,11155 SANTA MONICA BLVD,LOS ANGELES,90025-3313,11155 SANTA MONICA 90025-3313,POST OFFICE BOX #34442,SEATTLE,98124-1442,722110,Full-service restaurants,5,4/22/2000
0002773409-0001-6,EL COCHINITO INC,,3508 W SUNSET BLVD,LOS ANGELES,90026-2106,3508 SUNSET 90026-2106,,,,722110,Full-service restaurants,13,9/8/2014
0000195355-0050-1,PANDA EXPRESS INC,PANDA EXPRESS #2348,5867 S CENTRAL AVENUE,LOS ANGELES,90001-1127,5867 CENTRAL 90001-1127,1683 WALNUT GROVE AVENUE,ROSEMEAD,91770-3711,722110,Full-service restaurants,9,3/21/2014
0002559770-0001-5,O JANG DONG INC,O JANG DONG RESTAURANT,4031 W 3RD STREET,LOS ANGELES,90020-3102,4031 3RD 90020-3102,,,,722110,Full-service restaurants,10,5/3/2011
0000850893-0006-7,KAZI FOODS INC,KENTUCKY FRIED CHICKEN,13720 VAN NUYS BLVD,PACOIMA,91331-3618,13720 VAN NUYS 91331-3618,3671 SUNSWEPT DRIVE,STUDIO CITY,91604-2325,722110,Full-service restaurants,7,11/20/1987
0002754248-0001-4,BIRRIERIA BALDOMERO,BIRRIERIA BDALDOMERO,3200 MAPLE AVENUE,LOS ANGELES,90011-2306,3200 MAPLE 90011-2306,,,,722110,Full-service restaurants,9,1/1/2014
0000938972-0001-3,JACK IN THE BOX INC,JACK IN THE BOX #3214,1615 S BROADWAY,LOS ANGELES,90015-3520,1615 BROADWAY 90015-3520,9330 BALBOA AVENUE,SAN DIEGO,92123-1516,722110,Full-service restaurants,14,12/21/1998
0000206996-0001-7,THE GOURMET TOUCH INC,,1415 LACHMAN LANE,PACIFIC PALISADES,90272-2233,1415 LACHMAN 90272-2233,,,,722110,Full-service restaurants,11,1/1/1992
0000239637-0028-8,EL POLLO LOCO INC,EL POLLO LOCO #5975,3350 W VERNON AVENUE,LOS ANGELES,90008-5257,3350 VERNON 90008-5257,3535 HARBOR BLVD SUITE #100,COSTA MESA,92626-1494,722110,Full-service restaurants,8,2/1/2001
0000994864-0001-0,FISHERMANS OUTLET /C,,529 S CENTRAL AVENUE,LOS ANGELES,90013-1714,529 CENTRAL 90013-1714,634 CROCKER STREET,LOS ANGELES,90021-1002,722110,Full-service restaurants,14,3/1/1971
0000607896-0001-8,THE GRILL ON HOLLYWOOD LLC,THE GRILL ON HOLLYWOOD,6801 HOLLYWOOD BLVD SUITE #407,LOS ANGELES,90028-6145,6801 HOLLYWOOD 90028-6145,6300 CANOGA AVENUE SUITE #600,WOODLAND HILLS,91367-8022,722110,Full-service restaurants,13,11/8/2001
0000768766-0001-0,R L S R BECKS INC,MC DONALDS 11204,8139 SUNLAND BLVD,SUN VALLEY,91352-3949,8139 SUNLAND 91352-3949,POST OFFICE BOX #12599,LA CRESCENTA,91224-5599,722110,Full-service restaurants,6,11/30/1989
0002585344-0001-0,SEONG CHEOL SHIN,ROLL ROLL ROLL,3675 WILSHIRE BLVD #C,LOS ANGELES,90010-2701,3675 WILSHIRE 90010-2701,501 S KENMORE AVENUE APARTMENT #301,LOS ANGELES,90020-2563,722110,Full-service restaurants,10,1/2/2012
0000054319-0018-3,IN-N-OUT BURGERS A CALIFORNIA CORPORATION,IN-N-OUT BURGER #206,6841 TOPANGA CANYON BLVD,CANOGA PARK,91303-2355,6841 TOPANGA CANYON 91303-2355,4199 CAMPUS DRIVE FLOOR #9TH,IRVINE,92612-8604,722110,Full-service restaurants,3,4/10/2007
0002693794-0001-8,RESTAURANTE CASA OAXACA INC,,9609 VENICE BLVD,CULVER CITY,90232-2625,9609 VENICE 90232-2625,,,,722110,Full-service restaurants,5,7/26/2013
0002742950-0001-8,JUAN CARLOS ULLOA,TORTAS AHOGADAS LOS TRIPONES,6102 VINELAND AVENUE,NORTH HOLLYWOOD,91606-4914,6102 VINELAND 91606-4914,,,,722110,Full-service restaurants,2,3/1/2014
0000359681-0001-5,PETROS HOVANESSIAN,PHILLY PIZZA & GRILL,8500 W OLYMPIC BLVD #D,LOS ANGELES,90035-8500,8500 OLYMPIC 90035-8500,,,,722110,Full-service restaurants,5,4/5/1996
0002745168-0001-4,BILQUIS BEGUM / ENAMUL KARIM,BIRIYANI KABOB HOUSE,3525 W 3RD STREET SUITE #1,LOS ANGELES,90020-2027,3525 3RD 90020-2027,,,,722110,Full-service restaurants,10,4/9/2014
0000763334-0002-9,CLUB I ENTERPRISES INC,IRON CITY,589 W 9TH STREET,SAN PEDRO,90731-3105,589 9TH 90731-3105,545 W 6TH STREET #303,SAN PEDRO,90731-2571,722110,Full-service restaurants,15,11/1/2010
0000843699-0001-2,YONG CHAN SHIN,LITTLE TOKYO ICE CREAM & YOGURT,133 JAPANESE VILLAGE PLAZA MALL,LOS ANGELES,90012-3908,133 JAPANESE VILLAGE PLAZA 90012-3908,,,,722110,Full-service restaurants,14,5/1/2003
0000840775-0001-3,TANDOOR A INDIA INC,TANDOOR INDIA,8406 PERSHING DRIVE,PLAYA DEL REY,90293-7844,8406 PERSHING 90293-7844,,,,722110,Full-service restaurants,11,10/7/1991
0002427057-0001-3,SANTA MONICA BUNDY LLC,ONO HAWAIIAN BBQ,12115 SANTA MONICA BLVD,LOS ANGELES,90025-2515,12115 SANTA MONICA 90025-2515,21700 COPLEY DRIVE SUITE #320,DIAMOND BAR,91765-5499,722110,Full-service restaurants,11,4/1/2009
0000757194-0001-9,AHI SUSHI CORP,,12915 VENTURA BLVD,STUDIO CITY,91604-2242,12915 VENTURA 91604-2242,12915 VENTURA BLVD,STUDIO CITY,91604-2242,722110,Full-service restaurants,2,2/1/2003
0000494437-0001-2,LOS BURRITOS INC,,5568 LANKERSHIM BLVD,N HOLLYWOOD,91601-2726,5568 LANKERSHIM 91601-2726,,,,722110,Full-service restaurants,2,10/1/1984
0000647317-0001-8,GARIBAY INC,EL TAQUITO RESTAURANT,5047 HUNTINGTON DRIVE N,LOS ANGELES,90032-1636,5047 HUNTINGTON 90032-1636,,,,722110,Full-service restaurants,14,4/1/1988
0000435509-0001-8,GOURMET AVENUE INC,SUSHI A GO GO,6333 W 3RD STREET #434,LOS ANGELES,90036-3185,6333 3RD 90036-3185,,,,722110,Full-service restaurants,4,3/21/2001
0002432170-0001-7,ANDINO CONTINENTAL INC,,6024 HAZELTINE AVENUE,VAN NUYS,91401-3524,6024 HAZELTINE 91401-3524,,,,722110,Full-service restaurants,2,5/1/2009
0000747240-0001-4,COMPARIS TRATTORIA PIZZERIA INC,COMPARI'S ITALIAN RESTAURANT,5490 W CENTINELA AVENUE,LOS ANGELES,90045-2032,5490 CENTINELA 90045-2032,,,,722110,Full-service restaurants,0,3/11/1998
0000893294-0001-9,M H ITALIAN EXPRESS INC,ITALIAN EXPRESS,10845 LINDBROOK DRIVE,LOS ANGELES,90024-3042,10845 LINDBROOK 90024-3042,,,,722110,Full-service restaurants,5,7/1/1998
0002628865-0001-1,CACTUS MEXICAN GRILL INC,CACTUS MEXICAN GRILL,16060 VENTURA BLVD #103,ENCINO,91436-4421,16060 VENTURA 91436-4421,,,,722110,Full-service restaurants,5,7/31/2012
0000526915-0001-2,JW ELEVEN CORP,JULIES PIZZERIA,11140 PALMS BLVD,LOS ANGELES,90034-6503,11140 PALMS 90034-6503,,,,722110,Full-service restaurants,5,4/15/2004
0002462104-0001-9,THE BLUE DOG CAFE LLC,THE BLUE DOG,4524 SAUGUS AVENUE,SHERMAN OAKS,91403-4041,4524 SAUGUS 91403-4041,1445 5TH STREET,SANTA MONICA,90401-2401,722110,Full-service restaurants,4,9/4/2009
0002634911-0001-1,OKUMURA PLANNINGS LLC,OKUMURA RESTAURANT,17302 VENTURA BLVD,ENCINO,91316-3904,17302 VENTURA 91316-3904,,,,722110,Full-service restaurants,5,9/10/2012
0000369635-0001-1,MARIA BROWN,THE SALAD BAR,6333 W 3RD STREET #424,LOS ANGELES,90036-3185,6333 3RD 90036-3185,,,,722110,Full-service restaurants,4,8/1/1996
0000554785-0016-4,STARBUCKS CORPORATION,STARBUCKS COFFEE #17331,600 W 9TH STREET,LOS ANGELES,90015-4301,600 9TH 90015-4301,POST OFFICE BOX #34442,SEATTLE,98124-1442,722110,Full-service restaurants,14,6/15/2012
0000653046-0001-7,RDR FOODS INC,WENDYS OLD FASHIONED HAMBURGERS,6430 PLATT AVENUE,WEST HILLS,91307-3216,6430 PLATT 91307-3216,2911 SHIRLEY DRIVE,NEWBURY PARK,91320-3040,722110,Full-service restaurants,12,12/28/1988
0002763179-0001-1,JOSE INIGUEZ DELGADO,CARNITAS MICHOACANA,9849 TOPANGA CANYON BLVD,CHATSWORTH,91311-4006,9849 TOPANGA CANYON 91311-4006,,,,722110,Full-service restaurants,12,7/14/2014
0002574693-0001-4,BUL SAMGYE TANG INC,,4204 W 3RD STREET,LOS ANGELES,90020-3408,4204 3RD 90020-3408,,,,722110,Full-service restaurants,10,7/1/2011
0002240936-0005-9,ANDRADE FOOD INC,RESTAURANTE SALVADORENO EL CAFETAL 5,13663 VANOWEN STREET,VAN NUYS,91405-4262,13663 VANOWEN 91405-4262,,,,722110,Full-service restaurants,2,8/12/2011
0000111096-0001-8,"KOLAH FARANGI, INC.",KOLAH FARUNGI KABAB/CHINESE FOOD,9180 W PICO BLVD,LOS ANGELES,90035-1320,9180 PICO 90035-1320,,,,722110,Full-service restaurants,5,2/20/1994
0002616281-0001-1,EL CAFETALITO SALVADOREAN RESTAURANT INC,EL CAFETALITO SALVADOREAN RESTAURANT,8700 WOODMAN AVENUE #7,ARLETA,91331-6552,8700 WOODMAN 91331-6552,,,,722110,Full-service restaurants,6,5/16/2012
0002703996-0001-1,SANTOKH SINGH,BAWARCHI INDIAN KITCHEN,10408 VENICE BLVD,CULVER CITY,90232-3337,10408 VENICE 90232-3337,,,,722110,Full-service restaurants,5,8/12/2013
0000554785-0005-9,STARBUCKS CORPORATION,STARBUCKS COFFEE #13286,4430 YORK BLVD,LOS ANGELES,90041-3328,4430 YORK 90041-3328,POST OFFICE BOX #34442,SEATTLE,98124-1442,722110,Full-service restaurants,1,8/1/2008
0002253067-0001-6,DREW-KIT-GLEN INC,BILLINGSLEYS RESTAURANT,11326 W PICO BLVD,LOS ANGELES,90064-1704,11326 PICO 90064-1704,,,,722110,Full-service restaurants,11,3/15/2007
0000147019-0001-5,BURRITO WORKS INC,BURRITO FACTORY - CHATSWORTH,21032 DEVONSHIRE STREET #103,CHATSWORTH,91311-2368,21032 DEVONSHIRE 91311-2368,,,,722110,Full-service restaurants,12,10/1/1984
0000168361-0001-1,ASH HOP II INC,INTERNATIONAL HOUSE OF PANCAKES,2912 S SEPULVEDA BLVD,LOS ANGELES,90064-3913,2912 SEPULVEDA 90064-3913,,,,722110,Full-service restaurants,5,9/14/1995
0000943985-0001-1,LUPITA'S BAKERY INC,FIESTA MEXICANA FAMILY RESTAURANT,1834 W FLORENCE AVENUE,LOS ANGELES,90047-2123,1834 FLORENCE 90047-2123,1848 W FLORENCE AVENUE,LOS ANGELES,90047-2123,722110,Full-service restaurants,8,2/9/1999
0002418086-0001-1,BACARO LA LLC,BACARO LA,2308 S UNION AVENUE,LOS ANGELES,90007-1843,2308 UNION 90007-1843,,,,722110,Full-service restaurants,1,1/1/2008
0000363709-0003-0,CARLOS A MIER,TAQUERIA LA FONDA,7603 VINELAND AVENUE,SUN VALLEY,91352-4502,7603 VINELAND 91352-4502,7816 CLYBOURN AVENUE,SUN VALLEY,91352-4626,722110,Full-service restaurants,2,6/1/2001
0000063303-0001-7,M & N PIZZA & PASTA INC,AMECI IN & OUT PIZZA & PASTA,19803 VENTURA BLVD,WOODLAND HILLS,91364-2627,19803 VENTURA 91364-2627,,,,722110,Full-service restaurants,3,4/23/1992
0002698919-0001-4,DANIEL YEUN,THE FLAME BROILER RICE BOWL KING #148,980 N WESTERN AVENUE UNIT #C,SAN PEDRO,90732-2456,980 WESTERN 90732-2456,,,,722110,Full-service restaurants,15,8/27/2013
0002645223-0001-0,ROLLIN ROLLINS INC,GYOCHA CAFE,1277 N WILTON PLACE,LOS ANGELES,90038-2146,1277 WILTON 90038-2146,,,,722110,Full-service restaurants,13,10/17/2012
0000159698-0001-0,WESTBURTON ANTIQUES INC,ESPRESSO PROFETA,1129 GLENDON AVENUE,LOS ANGELES,90024-3501,1129 GLENDON 90024-3501,,,,722110,Full-service restaurants,5,1/10/2003
0002618941-0001-8,TOSCANOVA 2 LP,TOSCAVOVA,4799 COMMONS WAY SUITE #A,CALABASAS,91302-3372,4799 COMMONS 91302-3372,,,,722110,Full-service restaurants,0,4/15/2012
0002279775-0001-4,WILLIAM M GIAMELA,,9110 DE SOTO AVENUE,CHATSWORTH,91311-4907,9110 DE SOTO 91311-4907,8020 DEERING AVENUE,CANOGA PARK,91304-5010,722110,Full-service restaurants,12,8/23/2007
0000525034-0002-2,THE HABIT RESTAURANTS LLC,THE HABIT BURGER GRILL,7307 N FIGUEROA STREET SUITE #202,LOS ANGELES,90041-2512,7307 FIGUEROA 90041-2512,17320 RED HILL AVENUE SUITE #140,IRVINE,92614-5695,722110,Full-service restaurants,14,8/13/2014
0000520771-0001-6,RASPADOXPRESS CO,,8610 VAN NUYS BLVD #11,PANORAMA CITY,91402-7207,8610 VAN NUYS 91402-7207,9765 LAUREL CANYON BLVD,PACOIMA,91331-4108,722110,Full-service restaurants,6,5/11/2004
0000429067-0001-2,SOOD ENTERPRISES INC,JACK IN THE BOX #353,22730 VICTORY BLVD,WOODLAND HILLS,91367-1632,22730 VICTORY 91367-1632,4917 GENESTA AVENUE,ENCINO,91316-3438,722110,Full-service restaurants,3,1/24/1983
0002295728-0001-3,BKC INVESTMENT INC,QUIZNOS #648,1441 W KNOX STREET UNIT #600,TORRANCE,90501-1357,1441 KNOX 90501-1357,1441 W KNOX STREET UNIT #600,TORRANCE,90501-1357,722110,Full-service restaurants,15,12/3/2007
0000951859-0001-1,KAREN CHAO,RICE QUENN CHINESE CUISINE,1605 PACIFIC COAST HIGHWAY #109,HARBOR CITY,90710-2600,1605 PACIFIC COAST 90710,,,,722110,Full-service restaurants,15,7/3/1999
0000991047-0001-9,WILSHIRE KINGSLEY INC,"BCD TOFU HOUSE, INC",3575 WILSHIRE BLVD,LOS ANGELES,90010-2303,3575 WILSHIRE 90010-2303,,,,722110,Full-service restaurants,10,7/1/2000
0000410400-0001-0,BONAVENTURE BREWING CO INC,BONAVENTURE BREWING CO,404 S FIGUEROA STREET #418A,LOS ANGELES,90071-1797,404 FIGUEROA 90071-1797,,,,722110,Full-service restaurants,14,11/1/1996
0002513328-0001-1,SKG FOODS INC,FANTASTIC CAFE,1235 N GAFFEY STREET,SAN PEDRO,90731-1321,1235 GAFFEY 90731-1321,,,,722110,Full-service restaurants,15,7/1/2010
0000025810-0001-7,THAILAND PLAZA INC,L A FOOD COURT FAMILY RESTAURANT,5311 HOLLYWOOD BLVD,LOS ANGELES,90027-4910,5311 HOLLYWOOD 90027-4910,5321 HOLLYWOOD BLVD,LOS ANGELES,90027-4910,722110,Full-service restaurants,13,11/15/1992
0000828689-0001-2,JAY BOK CHONG,TANGO ROOM & BAR,2028 W 7TH STREET,LOS ANGELES,90057-4022,2028 7TH 90057-4022,3010 WILSHIRE BLVD #603,LOS ANGELES,90010-1103,722110,Full-service restaurants,1,7/1/2004
0002345434-0001-8,APOLINAR CRUZ ARAGON/TOMAS CRUZ ARAGON,EL BURRITO PANZON,2108 BEVERLY BLVD,LOS ANGELES,90057-2204,2108 BEVERLY 90057-2204,,,,722110,Full-service restaurants,13,5/22/2008
0002377195-0001-3,"LYHONG CHINESE CUISINE, INC",LOUIE'S CHINESE CUISINE,125 E ANAHEIM STREET UNIT #I & J,WILMINGTON,90744-4590,125 ANAHEIM 90744-4590,,,,722110,Full-service restaurants,15,10/30/2008
0000782589-0001-3,CHAN SIK CHOI,DANS DELI,300 S GRAND AVENUE #5,LOS ANGELES,90071-3111,300 GRAND 90071-3109,3660 WILSHIRE BLVD #728,LOS ANGELES,90010-2705,722110,Full-service restaurants,14,3/23/1990
0002556945-0001-1,RAMON ABARCA,LOS 7 MARES,8859 WOODMAN AVENUE,ARLETA,91331-6520,8859 WOODMAN 91331-6520,,,,722110,Full-service restaurants,7,1/3/2011
0002358624-0001-9,AMI JAPANESE RESTAURANT INC,ASAHI SUSHI,10375 BALBOA BLVD,GRANADA HILLS,91344-7318,10375 BALBOA 91344-7318,,,,722110,Full-service restaurants,12,2/6/2008
0002719085-0001-0,FB DTLA LLC,THE FLAME BROILER,659 S FLOWER STREET,LOS ANGELES,90017-2805,659 FLOWER 90017-2805,,,,722110,Full-service restaurants,14,7/18/2013
0002508166-0001-1,JONATHAN HERNANDEZ,MANUELITO'S RESTAURANT,20455 SHERMAN WAY,WINNETKA,91306-3109,20455 SHERMAN 91306-3109,,,,722110,Full-service restaurants,3,6/16/2010
0000054319-0003-5,IN-N-OUT BURGERS A CALIFORNIA CORPORATION,IN-N-OUT BURGER #10,13651 ROSCOE BLVD,PANORAMA CITY,91402-3941,13651 ROSCOE 91402-3941,4199 CAMPUS DRIVE FLOOR #9TH,IRVINE,92612-8604,722110,Full-service restaurants,6,3/1/1972
0002571141-0001-4,5M GROUP LLC,THE FACULTY,707 N HELIOTROPE DRIVE,LOS ANGELES,90029-2522,707 HELIOTROPE 90029-2522,,,,722110,Full-service restaurants,13,7/25/2011
0002418760-0002-1,JESUS SERRANO,MARISCOS SINALOA,5633 YORK BLVD,LOS ANGELES,90042-2536,5633 YORK 90042-2536,,,,722110,Full-service restaurants,14,3/17/2009
0000604726-0003-9,ATITLAN EXPRESS INC,ATITLAN EXPRESS,1624 W 6TH STREET,LOS ANGELES,90017-1002,1624 6TH 90017-1002,,,,722110,Full-service restaurants,1,4/27/2009
0000775647-0001-3,SEA VIEW RESTAURANTS INC,GLADSTONES 4 FISH,17300 PACIFIC COAST HIGHWAY,PACIFIC PALISADES,90272-4169,17300 PACIFIC COAST 90272-4169,,,,722110,Full-service restaurants,11,4/1/1990
0002666070-0001-8,SHANEMA INC,,512 BELLAGIO TERRACE,LOS ANGELES,90049-1709,512 BELLAGIO 90049-1709,,,,722110,Full-service restaurants,5,11/9/2011
0000624141-0014-2,ADIR RESTAURANTS CORP,,7249 VAN NUYS BLVD,VAN NUYS,91405-2256,7249 VAN NUYS 91405-2256,1625 W OLYMPIC BLVD    #1020,LOS ANGELES,90015-3853,722110,Full-service restaurants,2,9/1/2007
0000680389-0001-7,MARIA N GARCIA,LA COSTENA,271 S MAIN STREET,LOS ANGELES,90012-3707,271 MAIN 90012-3707,4816 W 111TH STREET,INGLEWOOD,90304-2133,722110,Full-service restaurants,14,4/16/2002
0002092426-0001-7,"QUALITY VNZ, LLC",BIG MAMAS & PAPAS PIZZERIA,657 S FLOWER STREET,LOS ANGELES,90017-2805,657 FLOWER 90017-2805,,,,722110,Full-service restaurants,14,2/1/2006
0000649093-0002-7,MCDONALDS RESTAURANTS OF CA INC,MCDONALDS #5562,14024 OSBORNE STREET,ARLETA,91331-6025,14024 OSBORNE 91331-6025,POST OFFICE BOX #183090,COLUMBUS,43218-3090,722110,Full-service restaurants,6,2/1/1963
0002337667-0001-7,THAO M NGUYEN,,12905 SHERMAN WAY,NORTH HOLLYWOOD,91605-4954,12905 SHERMAN 91605-4954,,,,722110,Full-service restaurants,2,5/1/2008
0000195355-0016-1,PANDA EXPRESS INC,PANDA EXPRESS #275,14561 VENTURA BLVD,SHERMAN OAKS,91403-3772,14561 VENTURA 91403-3772,1683 WALNUT GROVE AVENUE,ROSEMEAD,91770-3711,722110,Full-service restaurants,4,8/15/1994
0000267488-0001-7,SUNGIR INC,CARLS JR RESTAURANT #7384,19400 VENTURA BLVD,TARZANA,91356-3031,19400 VENTURA 91356-3031,1 CENTERPOINTE DRIVE SUITE #400,LA PALMA,90623-2530,722110,Full-service restaurants,3,11/27/2000
0000558001-0001-1,CHOSUN GALBEE RESTAURANT INC,,3330 W OLYMPIC BLVD,LOS ANGELES,90019-2320,3330 OLYMPIC 90019-2320,3330 W OLYMPIC BLVD,LOS ANGELES,90019-2320,722110,Full-service restaurants,10,10/1/2001
0002689115-0001-1,RAFI HOVAGIMIAN/ ARA DIKRAN,TERRACE RESTAURANT & LOUNGE,17239 VENTURA BLVD,ENCINO,91316-4007,17239 VENTURA 91316-4007,,,,722110,Full-service restaurants,5,6/26/2013
0000192102-0001-3,NORTH HILLS MEXICAN RESTAURANT INC,EL QUESO GRANDE,10152 BALBOA BLVD,GRANADA HILLS,91344-7401,10152 BALBOA 91344-7401,15455 SAN FERNANDO MISSION BLVD #202,MISSION HILLS,91345-1386,722110,Full-service restaurants,12,5/22/1979
0000942737-0001-8,RAFAEL Y VAZQUEZ,JOYCE'S COFFEE SHOP,8826 RESEDA BLVD,NORTHRIDGE,91324-4039,8826 RESEDA 91324-4039,,,,722110,Full-service restaurants,12,12/15/1998
0002484443-0004-5,TYP RESTAURANT GROUP INC,TENDER GREENS,12050 VENTURA BLVD,STUDIO CITY,91604-2638,12050 VENTURA 91604-2638,2633 FAIRFAX AVENUE,CULVER CITY,90232-7332,722110,Full-service restaurants,2,7/15/2014
0000814301-0001-7,KAM SHUN LAU/CHE CHEUK WONG,GOLDEN CITY BBQ RESTAURANT,960 N HILL STREET,LOS ANGELES,90012-1758,960 HILL 90012-1758,,,,722110,Full-service restaurants,1,6/21/1990
0000346059-0001-3,FURAIBO RESTAURANT INC,,2068 SAWTELLE BLVD,LOS ANGELES,90025-6230,2068 SAWTELLE 90025-6230,,,,722110,Full-service restaurants,11,1/5/1998
0002722942-0001-1,WOODLAND HILLS HOOK LP,HOOK BURGER,6201 TOPANGA CANYON BLVD,WOODLAND HILLS,91367-2213,6201 TOPANGA CANYON 91367-2213,23 HITCHCOCK WAY UNIT #109,SANTA BARBARA,93105-6156,722110,Full-service restaurants,3,11/1/2013
0002632851-0001-2,AY-DO-NO INC,AY-DO-NO KOREAN BBQ,5911 HOLLYWOOD BLVD,LOS ANGELES,90028-5409,5911 HOLLYWOOD 90028-5409,,,,722110,Full-service restaurants,13,8/1/2012
0000412664-0001-1,RAUL ORTEGA,MARISCOS JALISCO,3024 SUSSEX LANE,LOS ANGELES,90023-2717,3024 SUSSEX 90023-2717,,,,722110,Full-service restaurants,14,12/29/2003
0002545791-0001-1,FANNY ANGELICA PUGA,TORTAS AHOGADAS LA RAMADITA,5938 VINELAND AVENUE,NORTH HOLLYWOOD,91601-1324,5938 VINELAND 91601-1324,,,,722110,Full-service restaurants,2,3/1/2011
0000226257-0001-2,ZINA COFFEE COMPANY INC,THE COFFEE CO,8751 LA TIJERA BLVD,LOS ANGELES,90045-3906,8751 LA TIJERA 90045-3906,,,,722110,Full-service restaurants,11,9/8/1993
0000886090-0002-8,SUSAN SOON CHANG,NAKWON CATERING,4564 BEVERLY BLVD,LOS ANGELES,90004-2719,4564 BEVERLY 90004-2719,1327 S WILTON PLACE,LOS ANGELES,90019-4713,722110,Full-service restaurants,10,10/16/2007
0002475148-0001-0,HMR 4 804 LLC,CARL'S JR #804,1001 W MARTIN LUTHER KING JR BLVD,LOS ANGELES,90037-1816,1001 MARTIN LUTHER KING JR 90037-1816,1308 VIA MARGARITA,PALOS VERDES ESTATES,90274-2027,722110,Full-service restaurants,9,1/1/2009
0002679436-0001-1,EL GALLITO III INC,TACOS EL GALLITO,843 PACIFIC COAST HIGHWAY,HARBOR CITY,90710-3105,843 PACIFIC COAST 90710-3105,3800 E OLYMPIC BLVD,LOS ANGELES,90023-3113,722110,Full-service restaurants,15,5/2/2013
